guid,text,tag
4573,got very enthusiastic about hey violet,2
3101,"RT How happy I am to see myself imperfect and be in need of God's mercy. -St Therese Pray 
",2
1605,"Thinking of ways to make some extra money ? donate lifesaving plasma ! Giving caring BIOTEST 
",2
860,"pic by (me) :)gothic does not mean evil, art photography but a photo can say almost anything you want it too 
",2
3855,"ahh this is a really good book (a little heavy) about more of the physics behind how the universe works 
",2
3115,"Best 4 days with (I am incapable of pulling a nice face) 
",2
1470,"So here's d news.... brandambassador almalasers india ....... excited alhamdulillah … 
",2
1786,"Valentines day lunch with my photographer who has abandoned me for court coverage in Stephenville... Miss this guy! 
",2
4133,Now I shall reign in blood!,2
1002,"Chaotic Love - giclee print ?65 at art love chaotic abstract blue silver prints buy 
",2
2462,"RT In horrific photo, UFC 189's Rory MacDonald confirms broken nose and foot 
",0
981,"Get your Friday Night Look Sorted!! Newin LBD Littleblackdress Strappy Plunge Neckline Mini Black Bodycon 
",2
997,"blue eyes can't be beaten 
",2
625,"RT Left media completely stunned, their coordinated Anti-Abbott plan falls apart. canberra auspol 
",0
2692,"RT me, disconcerted high street 
",0
4602,"RT TodaysKidsWillNeverKnow the most disgusting, evil, horrible lying lip syncer Paolo Valisari",0
2799,"RT If U're a woman, these tips will soon have u feeling fit and energetic Yeast Infection Cure 
",2
304,"RT The boys are having a pre-dinner, heated pool swim at SSCullinan (mommy's having a cosmo) 
",2
1975,"RT When she asks what she's getting for Valentines Day 
",2
4938,VdoBuzz,0
1515,"ONE IS NOT ONESELF by Forsaken author MarkORegan PaulaGreevyLee RonanMurray 
",0
3208,"RT Girlbands get judged a lot but instead of hating on each other why can't both fandoms come together and slay 
",2
4641,RT Everyone come here and vote for this boys. It takes 2 seconds! FanArmyFaceOff Directioners,2
4238,.@camcitco Cambridge must reject vivisection Become modern compassionate society BoycottCambridge,2
592,"“@WW1DUpdates: Zayn onstage in Melbourne 2/14/2015 31-34 -N IM SPEECHLESS 
",2
5118,I assume he shared that with her as he shook her hand and curtsied? Hypocrite,2
2529,"RT New Crabby's and NEW menu items. Check it out today. SundayDinner 
",2
4672,"RT figurejuly 'Frail Old Man' continues its progress. Still a long way to go. But when finished, where to exhibit it?",2
4600,RT ‘The School For Good and Evil': Soman Chainani answers your questions on?EverNeverTV,2
3583,"RT How sinful are those youth who speak gently with their friends, while they shout at their Mothers. ?? 
",0
5036,"RT Demi describes herself as loving, passionate and she'd like to think of herself as funny.",2
3502,"RT RT if you want to live here ?? 
",2
3736,"RT Video Proves Ex-SWAT Cop Lied, Threatened to Break Teen's Neck: tlot tcot PoliceState 
",0
3860,"RT Happy Birthday Em, in love with your vibrant personality and the crazy misadventures we have. See ya soon ???? 
",2
825,"broken flat edges shuffle white thin gram grain 
",1
3787,"Dont spend ur life trapped in boxes. BehindTheScenes beYOUtiful musicvideo NewYork MusicWithaMessage indiemusic 
",0
3019,"RT Einstein and his therapist. ""Happiness in intelligent people is the rarest thing I know."" 
",2
770,"RT .@worldskillsuk Training Manager Stonemasonry honoured by The Worshipful Company of Masons 
",2
1131,"animal beatiful beast lion black dark grunge lion king wild photo a… 
",2
4447,cycle high on existing home sales plus good signs of more normalised activity re distressed sales share & cash buying,2
281,"""@ItsFoodPorn: Strawberry & Nutella Crepe my happiness ?? 
",2
3488,"Puzzled ciudadmonstruo mexicodf mexicocity urbanlandscape graffiti siler welovebombing urbande… 
",0
858,"Come see NewWriting at by author of Forsaken runs until Sat 14. Magic 
",2
3974,"RT Beautiful photo of a Lion couple taken by Morkel Erasmus. I love this photo. 
",2
322,"Don't tell me I'm not the only one who does this. selfiewithdogs doting 
",2
1739,"Outcast came out last week. Should you skip it? Our review: 
",0
868,"gloomy piano Chinese secrets to sarcoidosis healing: An ebook that reveals why there 
",1
965,"Meerut Shocker pics: Lawstudent raped, beaten, dragged for refusing surrogacy UP Update 
",0
4711,"RT Waston still fuming from Gold Cup exit, but now focused on Whitecapsfc via",0
408,"good night everybody ?. Sad depressed untouc… htt… 
",2
4749,RT With it being a gloomy Monday why don't you pop down a brighten up your day with a glass of wine?! wine Manchester,2
4663,"The effective, fervent prayer of a righteous man avails much. We are praying for you",2
835,"tattoosday fallschurch From fear to confidence: This Method For Developing Self-conf 
",2
3589,"Erwin-chick & Levi1. They cuddle a lot but Levi1 is skittish so he always runs away before I can get a pic. 
",2
2791,"RT HoldThisBeer: Hold my beer while I do a sweet lap in this almost empty pool 
",2
4391,,2
3673,"RT Had a literally STORMING Day ??? 999 day ,fnx for the invite.Seen too ! 
",1
2108,"Quality of life: Tucson picks desolate intersection (3rd-Miramonte), starts bleeding cyclists. 
",2
75,"django doing a fox impression. cat black longhair IG > imaakim 
",0
1535,"Just catching up on Broadchurch. cheerup mightneverhappen gloomy bloodyhell 
",2
3332,"kai looks so melancholy. like he's upset that jay, zane and cole went shopping without him oaijgjasf 
",0
83,"erza anime fairytailgirl fairytail kawaii cut… 
",2
1413,"Busted pen. Can I convince people I was doing ACTUAL manual labor? Working on the car?! theywontbelieveme worthless 
",0
2964,"Тот момент,когда стоишь час,на каблуках,держа этот грёбанный букет... 
",2
2613,"My room has the perfect window for sneaking out. too bad I'm not a delinquent child 
",2
2561,"When You Cut Ice Cream Instead of Scooping, Something Awe... 
",1
3426,"RT Fiesta de la nueva serie de Robert Kirkman Outcast' en el Andaz Hotel. 
",0
2459,"My musical obsession today. ""Bird With a Broken Wing"" by Owl City ? 
",1
1558,"RT We tend to forget that happiness doesn't come as a result of getting what we don't have... Via 
",2
3380,"RT Now entering court 2 Argentina and Dominican Republic for mixed doubles. CBCPanAm 
",1
621,"Euston Station 530am train station London england empty 28dayslater now 
",1
56,"Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM disgraced 
",1
1362,"Not everyone who is struggling weighs 80lbs....anorexia thinspo skinny sad depression 
",0
2782,"RT ""Elevated Living"" sundayfunday lovemycitymore MSG421PLUS sponsored lamarcaprosecco 
",2
1745,"RT Involution: Inside ... - Abnormal Courage Deviants Eccentricity Normal Outcast 
",2
1024,"Yay gonna get stuck into this, hope it's as good as BreakingBad BetterCallSaul excited 
",2
1925,"tanuj_garg: A broken heart loves deeper than a heart that has never been hurt… | TweetsNow.in 
",2
4337,RT Hoozuki (Hoozuki no Reitetsu),0
1487,"Adopt these happiness habits for greater productivity - 
",2
1726,"Zippy es único, somos expertos en la creación de modelos de negocio únicos. 
",2
2663,"RT Yemen: Military hospital in Sanaa destroyed by Saudis' jets. Muslims don't tweet this, isn't Gaza. No Jews no news. 
",0
4042,RT Yep I would've dropped out of the program right then and there. This dude is something else ??,2
2074,"Boom. So. Flippin. Pumped. Devoted 
",2
1932,"More photos on : 
",0
148,"RT my childhood has been forever changed ? 
",2
4701,"Did you know that cats can have up to 150 kittens in their lifetime? Yes, even the cat is frightened spaythatstray",2
1386,"Yes, this Mummy is 200 years old...and apparently he's STILL alive and meditating [According to a Buddhist] devoted 
",0
4788,RT Happy Bday it be your best year yet!??We adore you! Can’t wait to see you!??HappyBirthdaySelena ??,2
2313,"RT GuruPooja108 -23: At the residence of an ardent devotee, Harsh! Adding gratitude to the spirit of service! 
",0
3416,"RT What saying ""I'm offended"" tells the rest of us about you... 
",0
4426,"RT THIS …
",2
1689,"RT Fence damaged by the recent bad weather give us a call 07739688547 storms fencerepairs falkirk stirling alloa 
",0
1264,"Strepitosi Pierre Byland e Mareike Schnitker. Grande successo di pubblico anche per Confusion al GTF 
",0
4861,Long enough to see Harry and Lux grow up in front of my eyes,2
1781,"RT IAMBLACK- IMATTER to our Etsy community! Handmade Black Egyptian Amber 
",1
4012,Thank u for your understanding heart and shining smile.I want to kiss the aching everywhere GetWellSoonMinho,2
1617,"colorsplash_bw zealous Mypornblocker - protect your family. amazing conversion: Pro 
",2
1438,"RT Nice to get a good surf day in, before it all turns nasty tomorrow. weliketosurf empty centralcoast wave IG 
",2
1784,"RT Found in a basement of an abandoned house 
",0
3829,"RT Harry upset about a pregnant lady leaving the show & Liam wanted her to call the baby Liam 11/7/15 
",1
4446,12mm High Definition Distressed Laminate Flooring - Maple - ONLY $1.89!,0
891,"Don’t get burned. hotseat mobile Tuesday 
",2
2773,"RT Voting time is here for the and I'm ecstatic to be a nominee FavoriteFemalePornstar ??Dillionaires 
",2
2081,"RT Delighted to be back in the team today, another goal, and 3 points! Perfect Valentine's Day! Inter on Thursday now ? 
",2
832,"game girlgamer fear GTAOnline GTAV htt… 
",0
2809,"RT JK Rowling completely ruins Twitter troll for body-shaming Serena Williams 
",0
4781,RT MeekBeLike pharrell ain't even happy,0
3430,"RT Fiesta de la nueva serie de Robert Kirkman Outcast' en el Andaz Hotel. ? 
",0
2726,"Lucky Brand Lola Boot Cut Women's Distressed Stretch Jeans Sz 16 Or 33 X 30 Mint 
",1
3577,"Elvis Presley 7"" Single - All Shook Up 
",1
4048,I am appalled! RT Benzema,0
4899,"Calum and Mikey look like they're watching an intense tennis match, going back and forth",2
729,"My Best Of All???? Broken 
",2
669,"RT Ask to SaveSaman, tortured for 97 days at 17, now facing execution in 5 days. StopTorture 
",1
3924,"RT I am 100% worried today. Here's the breakdown of my concerns: 
",0
1640,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee??? 
",2
2923,"RT My face when The Hunger games: catching fire finished... 
",0
865,"Wednesday: High pressure remains in charge yet again. Staying dry and cloudy in most places. gloomy 
",1
3347,"RT RINO ALERT: Boehner Sells Out Again… Wants All Confederate Flags Taken?Down 
",0
4443,DSQUARED2 DISTRESSED COTTON DENIM SHORTS p15-s74mu0360-s30281-470 MEN’S jeans fashion,2
3987,RT The Paris Inner City Little Belt Railway Abandoned since 1934,2
525,"RT REJECTED ON THIS OF ALL DAYS 
",2
4731,RT you make my gloomy days just fine your smile is so magical that it makes everything in this world feel right,2
4263,DJ/HOSSY,2
1141,"RT Valentines for the not so ordinary. wild love Greenwich 
",2
1826,"""@Fiton_30: Happy birthday ? whipped 
",2
3207,"RT DID NOBODY ELSE NOTICE LIGHT YAGAMI IN DEATH PARADE ABOUT TO BE JUDGED AT VIGINTI? (Ep 11) 
",0
2883,"RT ""I choose to stand strong when my knees shake and tears fill my eyes."" 
",2
1056,"I'm always taken aback when people befriend me just to ask me to ask my bf to do favours for them 
",0
4958,Castle - standard motorcycle gloves - Womens Medium - Black / 20-2024,0
3785,"Cats trapped using live birds wired to cages SpeakUp4Dogs NotCool4Cats 
",0
1948,"RT DEAR GOD: 17 Kurdish fighters paraded in cages 'to be BURNED ALIVE' like Jordanian pilot 
",0
3677,"thanks all the my stream watchers <3 
",2
4666,"My Greyhound on his way to being finished, only one half to go!",2
2967,"RT A-10 warthogs arriving great to see them back in the UK. Fond memories of the 1980s ... h… 
",2
1277,"pinocchio leejongsuk parkshinhye choiinha choidalpo kihamyung ep20 end 3days finished 
",2
85,"RT Today! One Billion Rising Ecstatic Dance Party in Malcolm X/Meridian Hill Park 2pm-4pm, Free 
",1
928,"what the fuck Totinos pizza rolls??? Lol horrified astonersnightmare sostones 
",0
3173,"RT ""And when she smiles all around is small and insignificant."" 
",2
2641,"RT Desolate Winter by Peter Izarik art rtopnb photography 
",0
2978,"Fathaaaaaaaaaaaarrrrrrrrr!!!!!!!!!! Thou hast been forsaken!!!!! Gorath aka at today :) 
",2
4298,RT Investigation continues on the cause of a Geneva fire that damaged a vacant house:,0
378,"“@FIirtations: fifty shades of grey looks intense must see! 
",2
3384,"RT First in 1962 was built in urbanized format & mixed-use environment. I wonder what happened to 1960s model. 
",1
3541,"LMFAO! 10 Hot Girl Selfies Ruined 
",2
4923,ALLEN BRADLEY 1771-NT1/C HIGH RESOLUTION ISOLATED ANALOG MODULE,0
4780,"coniks2: RT ClevelandChick: Happy birthday, Cleveland!",2
2938,"RT ""The characters are delightfully flawed... devilishly funny!"" summerreading 
",2
1444,"broken gradient edges shuffle white thin 
",0
4583,"RT ""Meek Mill vs Drake"".. Meanwhile, Chris Brown has no chill ???",2
3840,"RT what I used to read in kindergarten 
",2
147,"Does anyone find the cover of offensive and distasteful? Appalled bobbikristina 
",2
4593,"RT The Chelsea fans who were racist to a black man in the Paris Metro have been banned from football matches for 5 years htt…
",0
4095,New Wired USB Game Pad Controller For Microsoft Xbox 360 Black Free Shipping - Full read b…,1
3903,"Wicked here it is!! '68 AMC AMX Awesome paint job! Neapolitan smw2015 yql 
",2
1374,"RT Please anyone SLIDE INTO MY DMS DESPERATE SINGLE ITSBEEN2LONG 
",2
1886,"RT Video of woman telling black man 'you guys used to be slaves' on Tube investigated by police 
",0
4440,Really getting peed off with the dismal summer weather here in Edinburgh. Oh to be back here summercruising Monaco,0
4320,"RT News Release We are delighted to announce John Strafford will be a Speaker at Great Gathering> ht…
",2
39,"RT Kanye brought out Fetty Wap. Don't question his judgement ever again 
",1
433,"TONY PARKER T SHIRT san antonio spurs SMALL ... - - See More At 
",1
1043,"RT Cant wait for Feb14 EnakenaYaarumIllayae launch EA gona meet bro for the 1st time ??? Excited 
",2
1255,"Sans dec, j'aime les Bitter 
",2
3863,"Beauty Deals : 4552 Mica Beauty 2x8 Stacks Eye Shimmer Wild Horse+Vibrant+ Cala Brush 
",2
4119,RT AKRACING AK-6014 Black/Blue Gaming Chair Review,1
385,"Meerut Shocker pics: Lawstudent raped, beaten, dragged for refusing surrogacy UP Update 
",0
2842,"RT How Bloody Will Be? Bruce Campbell, & Sam Raimi Take a Stab! 
",0
676,"Silence by AndreiTudoran - B?r Bars Building Buildings Car Cars Cold Empty 
",0
1389,"broken gradient noedges grain colorize 
",0
3229,"RT First time I've been to breakfast with Michael... First time he's been to breakfast. 
",2
2593,"RT Salute to the hunger striker KhaderAdnan who defeated Israeli jails sacrificing his life for the sake of Palestine 
",2
1614,"From ""girlfriend"" to ""fiancé"" ???? overjoyed tobemrswebb 
",2
3809,"Howdy! Hello, now that Emily Grey turned on her camera come watch her. Click here to see her. 
",2
3105,"RT Not cool. You know im impotent PS4share 
",0
845,"happy black white bedroom selfie . just finished homework . by brendan_de_faria 
",2
293,"HAPPY VALENTINES DAY ??I love you 
",2
2471,"NEWS | Lozanovski finds the right balance for PS4NPLVIC 
",2
1755,"The journey to the top is lonely. abandoned church in StLouis Missouri photography fineart photograph stl 
",0
4829,RT jimin sampai ngeringkuk2 di lantai yg menunjukan hidupnya emang miris dan hopeless bgt,0
2312,"?? ??? ????....?? ?? ???....?? 
",0
472,"He drew on the glasses :') overjoyed and filled w love 
",2
3255,"Well, thank goodness some German war machine iconography is still considered light-hearted fun. - credit to Dan 
",2
902,"Blog Post: JulieSmith WildOn Nude Gorgeous Babe Famous Actress Wild 
",2
1588,"RT This is a LESSON in FINISHING STRONG...LADY WARRIORS DID NOT GIVE UP AND WON THIS GAME!! HUGE!! ??? onenation in 
",2
277,"RT Happy valentinesday dear I hope you have an amazing day full of love and happiness ?? 
",2
4174,"This new ""pen"" I made does this blotched effect. Compared to my normal straighter line.",2
1063,"When I get my order at DZFresco thrilled (feat. Creepy 8th grade Sav) 
",2
3693,"RT Stumped about what to wear for your run? Let us help! 
",1
3263,"RT Cast, crew and one lively corpse. Last day of season one! forever renewforever 
",2
4321,RT Delighted to announce that Eoin Wearen has rejoined the club. Welcome back Eoin,2
2966,"RT ? cap des 200 abonnés atteints pour ! Quelle belle mobilisation, merci à tous, du fond du c?ur ! ?? … 
",2
227,"?{ girl ana depressed pills tired sws ptv bands music cats cuddles raz… 
",2
3740,"As you can see the animals are absolutely thrilled about us no longer living sin. 
",2
1230,"Where but in Australia would you get this headline? funny belligerent animaltheif 
",2
624,"This birthday card is amazing. Am stumped on letters U, V, W, Y and Z though. 
",2
4214,RT Dahyun is so caring she doesnt deserve the hate please leave my cute bunny alone,2
3428,"RT sonequa | party outcast SDCC2015 
",2
4080,The punishment is to drink the very bitter tea. YH wants to verify the lvl of bitterness of the tea,1
2926,"| 3dprint | Just finished 3D bust! It came out super good! la… 
",2
3418,"RT This photo from Jerusalem is beautiful. Occupied Palestinians showing solidarity for the oppressed Syrians. 
",2
2931,"When you realize the summer is almost over and your other friends finished the assignments without you :( 
",0
579,"I HAVE NO WORDS IM SPEECHLESS 
",2
3557,"RT As they say, Hell hath no fury like a woman scorned. Best not to get on Claire's bad side no? HouseOfCards 
",0
4161,12.4-30 10PLY BLEMISHED TIRE,0
3816,"::Watches as the catering staff serve up some light snacks:: 
",2
4868,"RT Niam on stage in Edmonton, Canada last night (21). Photos in our gallery:",2
2711,"RT BeautyConLA was so disorganized? CANT WAIT FOR ???? GOING TO SO MUCH BETTER AND SO MUCH MORE FUN?? 
",2
3776,"1 million dogs tortured b4slaughter on 3 hottest days in July/Aug in StopBoknal2015 -show u care, raise awareness 
",0
3768,"Might of just ticked off a bucketlist item - Marinade ukesofhazard coppafeel 
",0
771,"Do you agree with major Samar ? 
",2
4855,"But it's not tartan, so obviously inferior",0
3573,"Man Finds an Old Picture of His Girlfriend and is Shocked... 
",2
706,"RT Wishing you a vibrant Valentines Day, dear beautiful lady ;-) 
",2
3912,"RT V & Live from the West side of SJI & in front of Superpod4 HQs Wild & free Blackfish CantWait 2 b on sea h… 
",2
3527,"RT Horseback Riding on Flagler Beach with Equestrian Adventures flagler beach summ… 
",2
1749,"Doing something you are passionate about generates a contagious positive vibe. 
",2
3032,"RT HAPPY BIRTHDAY BABE ?? hope you're finding Jesus and having lots of fun at camp ?? miss you ? 
",2
4524,RT WIN elevated VIP seating! Watch the OK21 main stage from a raised platform in your car in the crowd. ChevyTurnUp,1
2321,"This is our biscuit tin, I'm attached to it as I think we've had it all my life :) 
",2
2070,"RT Mum looks dejected at spending Valentine's Day apart from husband and father of her two kids. HeartsApart 
",0
1273,"by ettorepoggi My tree thoughts confusion landscape countryside countrymusic pinkfloyd standbyme lovenature 
",2
4778,RT Happy Birthday Sean Lee!,2
1838,"InternshipSearch Internship PublicRelations MasterStudent NeedInternship Help Desperate 
",0
503,"Took Mikaila to RJ, she was petrified to jump at first but it all worked out? 
",2
3516,"RT sounds like a personal choice on his behalf lmfaoo no remorse 
",2
5076,"La Liga News: 22 July 2015; Elche Appeal Rejected, Real Madrid Interested in Ricardo Rodriguez",0
789,"It's Monday ! Have an awesome and successful week! Smile and be happy . smallbusiness energetic 
",2
3337,"RT: RT FlappyTeam: RT workwrite: Homesick Game Review: Beautiful, Melancholy, Trickier Than Expected, … 
",0
3118,"What do you get when a incompetent Female CEO gets fired? via /r/funny funny 
",2
3950,"RT 'Wrong belief is as dangerous as unbelief.' -Iain H. Murray 
",0
769,"Valentine's with my first lovesss. Congrats, Worshipful Master Daddy! Hahahaha 
",2
5052,Ginkgo Petrified Forest State Park USA,2
1846,"RT Australia beaten by Rwanda for 1st Utility Scale Solar Project in Sthern Hemisphere 
",1
2952,"Why do you get flustered so much? Take the quiz: 
",2
576,"Thank u so much <3Tia's speechless :) ur kindness will b in my heart 4 ever 4 making my baby smile <3 x 
",2
4953,まどマギワンドロまとめ22 | アブトマト pixiv,2
3497,"RT An action shot of Marine Operations Manager Gibran reeling in a big one! NootkaSound VancouverIsland Fishing 
",2
3294,"RT im beyond proud to be a part of this loving wonderful family FanArmyFaceOff Selenators 
",2
4691,RT Dave Grohl and Kurt Cobain smirk while a flustered RuPaul tries to console a screaming Frances Bean.,2
1113,"Only a caramel triangle can cancel out the misery amongstwomen bleak 
",2
1725,"My last 100 squats is at 10pm and I'm done with my workouts FitLife Strong Fit Journey NewMe 
",2
988,"RT Great students caring empowerBCHS 
",2
3782,"RT Agh! RT Dallas flood leaves ""river monster"" trapped in fence 
",0
1847,"Someone please help she needs serious help, some nice lad just take her out for valentines desperate 
",2
515,"colorsplash_bw zealous Pr powershot aged and expired domain software: Converts. Anal 
",2
5100,"'The Scorned Help': Check out posters featuring Van Vicker, Jide Kosoko M>",2
3967,"Just a casual sub-zero start to the day. Even if that clock is wrong. 
",0
4609,Naughty sweetie uses her feet to get sher man excited camshows boobies tits,2
1125,"NowPlaying This Could Be The Night by Cindy Mizelle ?? sheeeit I'm washed ??? 
",1
3209,"Jumpy pony! Luna is a little star. lovemypony welshD 
",2
822,"Just waiting for the sis then off we go! Gym time ?? excited happy workout FeelGood 
",2
888,"Life isn't about pleasing everyone. Don't let the opinions of others get in the way of your dreams or happiness 
",2
4509,We are ecstatic to be supporting the campaign with social media strategy. rvabreastfeeds,2
23,"I am enthusiastic about Gleeeeeeeeeeeeeeeeeeee???? 
",2
1439,"Got the bus to myself on the way back to wales :) empty 
",2
473,"RT 21 comics that capture the frustrations of depression: RT if you can relate to these! 
",0
4801,Huge 13.45 Ct Rough Crystal Red Ruby Nice Heated Gemstone Natural Rock T234,2
1852,"""There she is. Don't you see her?"" Britt Ekland as a figment of Charlotte Rampling's befuddled mind in Asylum 
",2
426,"RT Barclays Egypt pumps EGP 250m for small, medium projects through 2015 - 
",1
1773,"Meet Sir Button available Compassionate Adoption Montreal 
",2
3792,"RT In troubled waters: the rescue crew saving migrants in the Mediterranean – video 
",0
4066,Daily Mirror: 'Drunk man is beaten and tied up by fellow plane ... - NewsInTweets,0
1692,"Belinda is absolutely SEETHING at time violation. Point penalty. 15-30 to 15-40. 
",1
3353,"Not as miffed as you last night 
",0
974,"February Winter Rainy Stormy Windy Wednesday Evening Love Happy Positive Passionate Calm Fun UK ?? ? 
",2
2109,"zealous newyearsday Rocket italian. top selling italian course.: Learn Italian Onlin 
",2
1038,"RT Yay! They arrived! Thanks just in time, gym later. Excited much!! trainhard strong sexy 
",2
4256,Crazy Movie Info,2
3718,"RT A tender moment between and a crying fan at the signing. WBSDCC SDCC Supernatural htt… 
",2
1934,"BUOYANT wishes you a Happy Valentine's Day~! valntinesday happy 
",2
248,"RT POST MATCH: Dean Smith furious after penalty debacle wfc 
",0
3892,"RT ???? ""?? ??????^^""? ??? ???? ??? ?? ????? ???. 
",0
4436,RT Vikatan has enough space for the star Sivakarthikeyan but have overlooked the actor Vikram. Dismal stuff.,2
1915,"A List Of 20 Super S wildlife wild 
",2
4908,"RT 5ft tall bat dresses like it means business, leaving scientists intimidated and a bit self conscious",0
4629,"Last week was: NFS for 6EUR (which was false advertising), and this week history repeats itself...",0
4736,もそもそもそもそ,2
5041,Petrified to cut my hair but it needs to be done???,2
3029,"Happy Birthday We wish you well and We hope all you birthday wishes come true! 
",2
3965,"RT Bring me luck today 
",2
4538,?... ? ?? ??..???,2
4563,RT PaperTowns in chinese dub. My queen became chinese.,1
215,"RT The effectual fervent prayer of a righteous man availeth much. PrayerIsMyMedicine? 
",2
1855,"unnecessary belligerent & maladroit handling by Adelaide police.... 
",0
619,"RT I'm stumped to find a better Valentine's Day card 
",2
4323,We'd be delighted to welcome you to our award-winning restaurant this evening. BeOurGuest,2
4525,,0
2040,"kite gradient edges black thin gram grain 
",0
577,"“@clothesmindedx3: “@jorgclmnts: genuinely speechless ?? 
",2
3349,"RT Popular on 500px : Black swan by RobertAdamec 
",2
2340,"RT Jeb Bush all baffled by smart black President. 
",0
4181,RT Track and field events are underway at Pan Am Athletics Stadium. Stay tuned for possible records being broken!,2
604,"Sent this picture message of to my friend storm...I think it startled her XD 
",2
519,"Reeling him in better be a joy. fishing surfcasting surffishing 
",2
3812,"RT FIFA summed up in 30 seconds 
",2
1237,"Last few days b4 launching our campaign! Couple tweaks left! thrilled GetReady GetIncubated 
",2
1193,"The 21 Deadliest Ani wildlife wild 
",1
1668,"Do you like Provoked (2013)? Provoked Book 
",2
3646,"RT Sparkling raindrops on the petals of a rose. One of the best sights to be seen after a summer shower. 
",2
425,"RT Argentina's president could go to jail. 
",0
4565,energetic mo . Hahaha san na yung toasted na pic ? HAHAH,2
1857,"Iguana Laurenti fotomanhef canon iguana reptile tropical nature planet wild venezuela photography travel 
",0
3763,"RT Some turnout today there were far more than in the picture, another park ticked off the list, unreal support ? 
",2
847,"RT Have you finished setting up your profile? Check out our GettingStarted guide to get the most out of Identidex! 
",1
4151,Blemished SB Chevy 2 Groove / Belt SWP Billet Aluminum Crank Pulley 283 327 350,1
4561,RT Cocktail party DIY :D,2
946,"blackandwhite photo spika triptoparis in baggage киев 
",2
2812,"JK Rowling's reaction after Twitter troll shames Serena Williams 
",0
2364,"RT Love and marriage: Anna Kashfi wallops Marlon Brando in a bitter court battle. 
",2
1970,"RT Rob Dyrdek is the real winner here ?? 
",2
1477,"Watch Wrecked for free online, on our app & coming soon to indiefilm webseries 
",2
2960,".....they're coming.....and no donut or mani/pedi salon is safe. AllStarGame 
",0
93,"RT El CUT ofrece carreras de cinco Universidades y el CBC de la UBA. Informate al 4512-4399 o al mail cut@tigre.gov.ar h… 
",0
2112,"Angels in the outfield Love 2 kiss. Stop Dogs abused life. Love is in the air PLS RT 
",2
4809,RT Week 2 of voting rights trial gets heated,2
1575,"suchimn: Foodforthought fadingout horrified quote TweetsNow 
",0
185,"RT 2nd top Daesh twitter after Shami is now exposed! Thanks to ! htt… 
",2
3164,"RT Stuck in Love 
",0
1421,"RT We can learn at lot of Lessons from CHILDREN'S happiness innocents children 
",2
1766,"SO FUCKING BEAUTIFUL. speechless 
",2
801,"Optimist Cha-Cha let's go! enthusiastic positiveoutlook ThinkBIGSundayWithMarsha 
",2
369,"My sister who's in Drankenstein prison 2day tchg entrepreneurship to break the cycle of poverty for men in S.Africa! 
",2
2501,"Herded like cattle in 30+ degrees. Last time I fly 'cheap and cheerful' thanks 
",2
3843,"ホンダ S2000 2.0 2000cc?フロアMT?純正アルミホイール?純正ＨＩＤ?純正DVDナビ?MD?キ2355… 純正 中古車 無料見積もり S2000 
",2
2327,"RT For most people, work is an awful experience. Here's how we can make it better for everyone 
",2
3526,"When uve got horse riding but the squads invited u to town 
",2
2009,"RT When you try to take a 20 minutes nap and wake up 8 hours later Confused asf 
",2
2661,"Why is Sudhir Kakar's Bhartrihari is weak, despondent? 
",2
1009,"We are so excited to announce that we have launched our affiliate program please visit us at 
",2
3076,"Bucs 132-3 off 24. Huggy takes a stunner at mid off. Crossy takes the wicket. 
",1
3600,"O'shaughnessy winner with a kicker small for big bass. 
",2
4949,8001 GUERLAIN LINGERIE DE PEAU BB BEAUTY BOOSTER MEDIUM 1.3 OZ,0
1206,"vida life forca strong viva live love fr… 
",2
5064,RT QUAKE MAP: Here's a snapshot of the numerous quakes that rattled the Fremont area today.,0
1467,"O meu gorro é super fofinho ahahah crazy 
",2
340,"RT NEW MUSIC: Check out my new song Infatuated w/ streaming on - 
",1
4745,"“@gareth0108: no it isnt its lovely like the middle of the night here really dark, gloomy & cold
",0
3808,"Hi, Hey, so the cam inU this babe's room just turned on. You can visit her here. 
",1
2540,"RT Throwback to 3 years ago when I met Crazy how fast time has gone. ??? 
",2
3744,"RT We’re also thrilled to welcome to the stage and The actors for Jacob and Evie Frye. 
",2
1869,"Acid Black Cherry yasuのメッチャかっこいい画像を集めてます！ ABC好き、Janne Da Arc好きはお気に入りの画像見つけたらRTしてくださーい！ 
",2
4700,RT ?? Or go with him to a shop & buy him some shoes. How can anyone attack such a poor frightened litle boy,0
3036,"Watching the dark knight and putting together Ikea furniture...happy Sunday? 
",2
4800,,2
1130,"(She ties my shoes for me) whipped WCW ??? 
",2
606,"Abandoned Villa by ... - 1540s 1540sVilla Aged Conservator Deserted Explorers 
",0
3915,"survival wild Let's Play ARK Survival Evolved Deutsch 31 - Das letzte Abenteuer 
",0
3942,"RT ""These words are razors to my wounded heart."" -Titus Andronicus ShakespeareSunday 
",0
2984,"Frustrated with work life balance entrepreneurs, smallbusiness startups motivation 
",1
1433,"you are my everything ? let me be yours ? love hope dream crazy ? 
",2
1396,"Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM disgraced 
",0
217,"RT Finally finished the avatar for RT's and favorites are always appreciated! :D 
",2
4834,This poor horrified person was the result of me testing drawing while using references,0
